,Tweet,Affect Dimension,emojis,Emoji Sentiment,puretext,c_emojis,stweets
60747,forever life  😍  blessed,1,😍,1.0,forever life    blessed,😍,forever life   😍   blessed
60748,when i watch sport times best sound proof box animated  😂   😂 ,1,😂 😂,1.0,when i watch sport times best sound proof box animated      ,😂 😂,when i watch sport times best sound proof box animated   😂     😂  
60753,hi  👋  how getting new phone did manage number  😃 ,1,👋 😃,0.5,hi    how getting new phone did manage number   ,😃,hi   👋   how getting new phone did manage number   😃  
60758,i left primary school ago  😱  primary school best school life,1,😱,-1.0,i left primary school ago    primary school best school life,😱,i left primary school ago   😱   primary school best school life
60762,dont miss today yummy  😆 ,1,😆,0.375,dont miss today yummy   ,😆,dont miss today yummy   😆  
60764,you  😊  warbler glee,1,😊,0.5,you    warbler glee,😊,you   😊   warbler glee
60773,ha brilliant  😂  its  🙁 ,1,😂 🙁,0.25,ha brilliant    its   ,😂,ha brilliant   😂   its   🙁  
60777, 😍  great,1,😍,0.5,   great,😍,  😍   great
60784,i better bring washing yere laughing  😆  stock  👍 ,1,😆 👍,0.5,i better bring washing yere laughing    stock   ,😆,i better bring washing yere laughing   😆   stock   👍  
60785,hey lost credibility told  🤣 ,1,🤣,1.0,hey lost credibility told   ,,hey lost credibility told   🤣  
60787,are pretty awesome valid point so saving ahead moving away home  😂 ,1,😂,1.0,are pretty awesome valid point so saving ahead moving away home   ,😂,are pretty awesome valid point so saving ahead moving away home   😂  
60788,unrelated i i think south park episode obsession food network  😃 ,1,😃,1.0,unrelated i i think south park episode obsession food network   ,😃,unrelated i i think south park episode obsession food network   😃  
60794,welcome  😃 ,1,😃,1.0,welcome   ,😃,welcome   😃  
60797,bad food  😂 ,1,😂,1.0,bad food   ,😂,bad food   😂  
60810,fourth visit row wow amazing cant believe i brilliant  🦇 ,1,🦇,0.0,fourth visit row wow amazing cant believe i brilliant   ,,fourth visit row wow amazing cant believe i brilliant   🦇  
60812,doing daily  🙌🏽  joy life its truly amazing study amen,1,🙌 🏽,0.0,doing daily    joy life its truly amazing study amen,,doing daily   🙌  🏽   joy life its truly amazing study amen
60823,one clips  😂 ,1,😂,1.0,one clips   ,😂,one clips   😂  
60827,room listen laugh  😂 ,1,😂,1.0,room listen laugh   ,😂,room listen laugh   😂  
60828,lovely  😀 ,1,😀,1.0,lovely   ,😀,lovely   😀  
60834,extremely sad parody time  😭  need laugh,1,😭,-1.0,extremely sad parody time    need laugh,😭,extremely sad parody time   😭   need laugh
60837,happy birthday  ❤️  blessed,1,❤,0.0,happy birthday  ️  blessed,❤,happy birthday   ❤ ️  blessed
60840,use separate sheet necessary  😆 ,1,😆,1.0,use separate sheet necessary   ,😆,use separate sheet necessary   😆  
60842,wow spotted human alive blessed  😍 ,1,😍,1.0,wow spotted human alive blessed   ,😍,wow spotted human alive blessed   😍  
60858,its morning dry ass  😂 ,1,😂,1.0,its morning dry ass   ,😂,its morning dry ass   😂  
60859,happy although fried thing i like have beautiful  ❤ ,1,❤,0.0,happy although fried thing i like have beautiful   ,❤,happy although fried thing i like have beautiful   ❤  
60861,start use so and smile confidence  ❤ ,1,❤,0.0,start use so and smile confidence   ,❤,start use so and smile confidence   ❤  
60864,absolutely happy blessed  ❤️ ,1,❤,0.0,absolutely happy blessed  ️ ,❤,absolutely happy blessed   ❤ ️ 
60865,glad  😊 ,1,😊,0.5,glad   ,😊,glad   😊  
60868, 😂  hell,1,😂,1.0,   hell,😂,  😂   hell
60869,i dont know able care boy pun dah  😅 ,1,😅,1.0,i dont know able care boy pun dah   ,😅,i dont know able care boy pun dah   😅  
60873,is weird look creative work know good  🤷🏻‍♀️  does sense  😂  design,1,🤷 🏻 ♀ 😂,0.25,is weird look creative work know good  ‍️  does sense    design,😂,is weird look creative work know good   🤷  🏻 ‍ ♀ ️  does sense   😂   design
60875,i i ready n classes pleasant  😭 ,1,😭,-1.0,i i ready n classes pleasant   ,😭,i i ready n classes pleasant   😭  
60880,i look forward  ☺️  positive,1,☺,0.0,i look forward  ️  positive,☺,i look forward   ☺ ️  positive
60890,i didnt know sheer utter joy contentment i grateful  🙏🏽 ,1,🙏 🏽,0.0,i didnt know sheer utter joy contentment i grateful   ,,i didnt know sheer utter joy contentment i grateful   🙏  🏽  
60891,great way end  😄 ,1,😄,1.0,great way end   ,😄,great way end   😄  
60892,when leaving work husband sound asleep bed  😅  i stay home,1,😅,1.0,when leaving work husband sound asleep bed    i stay home,😅,when leaving work husband sound asleep bed   😅   i stay home
60894,thank  😊 ,1,😊,0.5,thank   ,😊,thank   😊  
60896,oh whoops sorry  😅 ,1,😅,1.0,oh whoops sorry   ,😅,oh whoops sorry   😅  
60899,nice know time  😘 ,1,😘,0.3333333333333333,nice know time   ,😘,nice know time   😘  
60900,on way marketing meeting  😊 ,1,😊,0.5,on way marketing meeting   ,😊,on way marketing meeting   😊  
60903,you legit big sister i  😌  amazing day dude  🙏🏽 ,1,😌 🙏 🏽,0.1666666666666666,you legit big sister i    amazing day dude   ,😌,you legit big sister i   😌   amazing day dude   🙏  🏽  
60906, 🤣 ,1,🤣,1.0,  ,,  🤣  
60908,i believe a received hysterical  🤣 ,1,🤣,1.0,i believe a received hysterical   ,,i believe a received hysterical   🤣  
60917,i think awesome going need time marvel brain  😆 ,1,😆,1.0,i think awesome going need time marvel brain   ,😆,i think awesome going need time marvel brain   😆  
60926,been min  😅 ,1,😅,1.0,been min   ,😅,been min   😅  
60929,you smile  😌 ,1,😌,0.5,you smile   ,😌,you smile   😌  
60931,strange amazing i love  😍 ,1,😍,1.0,strange amazing i love   ,😍,strange amazing i love   😍  
60932,just look happy beautiful  💛 ,1,💛,0.0,just look happy beautiful   ,,just look happy beautiful   💛  
60933, 🤣 ,1,🤣,1.0,  ,,  🤣  
60940,always look bright life  ☀️  motivation,1,☀,0.0,always look bright life  ️  motivation,,always look bright life   ☀ ️  motivation
60943,today like concern  😍  blessed,1,😍,1.0,today like concern    blessed,😍,today like concern   😍   blessed
60955,you look adorable  😉  trip canada,1,😉,0.5,you look adorable    trip canada,😉,you look adorable   😉   trip canada
60958,automatic good day  🎃  ecstatic,1,🎃,0.5,automatic good day    ecstatic,,automatic good day   🎃   ecstatic
60960,but arent talking font  😄 ,1,😄,1.0,but arent talking font   ,😄,but arent talking font   😄  
60961,you like mask i smile  🙂  life love joy mask smile,1,🙂,0.5,you like mask i smile    life love joy mask smile,,you like mask i smile   🙂   life love joy mask smile
60963,explain thankful i i woke today its i need know blessed i truly  😍 ,1,😍,1.0,explain thankful i i woke today its i need know blessed i truly   ,😍,explain thankful i i woke today its i need know blessed i truly   😍  
60966,whether glass half half grateful i glass theres optimism  🤔 ,1,🤔,0.0,whether glass half half grateful i glass theres optimism   ,,whether glass half half grateful i glass theres optimism   🤔  
60976,now team ya  😃 ,1,😃,1.0,now team ya   ,😃,now team ya   😃  
60977,absolutely loving people watching eclipse cheering sun for moon for wonder  💜  beautiful,1,💜,0.0,absolutely loving people watching eclipse cheering sun for moon for wonder    beautiful,,absolutely loving people watching eclipse cheering sun for moon for wonder   💜   beautiful
60985,pardon  😃 ,1,😃,1.0,pardon   ,😃,pardon   😃  
60996,its time shine  😅 ,1,😅,1.0,its time shine   ,😅,its time shine   😅  
60998,beyond  😂  case sad thing witness watch loving  😘   😋 ,1,😂 😘 😋,0.9,beyond    case sad thing witness watch loving      ,😂 😘 😋,beyond   😂   case sad thing witness watch loving   😘     😋  
61001,whenever u bad day remember theres bitch stalking like religion ur happier  😘 ,1,😘,1.0,whenever u bad day remember theres bitch stalking like religion ur happier   ,😘,whenever u bad day remember theres bitch stalking like religion ur happier   😘  
61003,memento ending  😄 ,1,😄,1.0,memento ending   ,😄,memento ending   😄  
61004,my big day away  😱  excited,1,😱,-1.0,my big day away    excited,😱,my big day away   😱   excited
61012,who knew feel good wonderful hour half interview  😁  smiling success,1,😁,1.0,who knew feel good wonderful hour half interview    smiling success,😁,who knew feel good wonderful hour half interview   😁   smiling success
61015,wise mean  😅 ,1,😅,1.0,wise mean   ,😅,wise mean   😅  
61019,fell sofa laughing point the wee jump  😭 ,1,😭,-1.0,fell sofa laughing point the wee jump   ,😭,fell sofa laughing point the wee jump   😭  
61022,want u wonderful childhood ticer pun baa baa black sheep tu  😭  simply exposure,1,😭,-1.0,want u wonderful childhood ticer pun baa baa black sheep tu    simply exposure,😭,want u wonderful childhood ticer pun baa baa black sheep tu   😭   simply exposure
61023,smith credit  😂  hilarious brilliant actress,1,😂,1.0,smith credit    hilarious brilliant actress,😂,smith credit   😂   hilarious brilliant actress
61035,i hope safe fantastic day  😊 ,1,😊,0.5,i hope safe fantastic day   ,😊,i hope safe fantastic day   😊  
61036,thought gone play  🤣 ,1,🤣,1.0,thought gone play   ,,thought gone play   🤣  
61040,happy birthday  😄  lucky blessed yes  😂 ,1,😄 😂,1.0,happy birthday    lucky blessed yes   ,😄 😂,happy birthday   😄   lucky blessed yes   😂  
61043,we patient worth wait  😊 ,1,😊,0.0,we patient worth wait   ,😊,we patient worth wait   😊  
61045,thanks maybe ill finally blessed  😭 ,1,😭,-1.0,thanks maybe ill finally blessed   ,😭,thanks maybe ill finally blessed   😭  
61046, 💖  relax,1,💖,0.0,   relax,💖,  💖   relax
61047,after days suffering dengue finally good going  😎  rejoice,1,😎,1.0,after days suffering dengue finally good going    rejoice,😎,after days suffering dengue finally good going   😎   rejoice
61048,stuffed airport hotel equivalent nice time your squad smile  😑 ,1,😑,0.0,stuffed airport hotel equivalent nice time your squad smile   ,😑,stuffed airport hotel equivalent nice time your squad smile   😑  
61052,they adorable i need  😭 ,1,😭,-1.0,they adorable i need   ,😭,they adorable i need   😭  
61062,cut hairdresser  😂 ,1,😂,1.0,cut hairdresser   ,😂,cut hairdresser   😂  
61071, 😅 ,1,😅,1.0,  ,😅,  😅  
61074,u r extent u teasing  😃  u love,1,😃,1.0,u r extent u teasing    u love,😃,u r extent u teasing   😃   u love
61082,summer wait  😁  music,1,😁,1.0,summer wait    music,😁,summer wait   😁   music
61083,hi thats awesome thank  😄 ,1,😄,1.0,hi thats awesome thank   ,😄,hi thats awesome thank   😄  
61087,stunner cute like mum  😃 ,1,😃,1.0,stunner cute like mum   ,😃,stunner cute like mum   😃  
61096,too knew mum lived  😊  definitely best recently,1,😊,0.5,too knew mum lived    definitely best recently,😊,too knew mum lived   😊   definitely best recently
61097,yes i like idea waiting  😀 ,1,😀,1.0,yes i like idea waiting   ,😀,yes i like idea waiting   😀  
61099, 😍  new maverick d recently watching,1,😍,1.0,   new maverick d recently watching,😍,  😍   new maverick d recently watching
61103,thank  💛 ,1,💛,0.0,thank   ,,thank   💛  
61104,happy happy birthday girl brighten day thank ill  🤗 ,1,🤗,0.5,happy happy birthday girl brighten day thank ill   ,,happy happy birthday girl brighten day thank ill   🤗  
61109,outlier fail  😄 ,1,😄,1.0,outlier fail   ,😄,outlier fail   😄  
61110,like  😆 ,1,😆,1.0,like   ,😆,like   😆  
61114,been spoilt got lip kit  😆 ,1,😆,1.0,been spoilt got lip kit   ,😆,been spoilt got lip kit   😆  
61115,there comical funny corrupt rand bribe  😡 ,1,😡,-1.0,there comical funny corrupt rand bribe   ,😡,there comical funny corrupt rand bribe   😡  
61117,were interesting informative exhilarating  😄 ,1,😄,1.0,were interesting informative exhilarating   ,😄,were interesting informative exhilarating   😄  
61119,ugh i contain excitement  😍 ,1,😍,1.0,ugh i contain excitement   ,😍,ugh i contain excitement   😍  
61121,woke singing perfect  😊  my mood set  😍 ,1,😊 😍,0.75,woke singing perfect    my mood set   ,😊 😍,woke singing perfect   😊   my mood set   😍  
61125,fan  😂 ,1,😂,1.0,fan   ,😂,fan   😂  
61127,so glad i dont live i right my heart  😞 ,1,😞,-1.0,so glad i dont live i right my heart   ,,so glad i dont live i right my heart   😞  
61131,good morning family took time wish happy birthday thank  ❤  love blessed,1,❤,0.0,good morning family took time wish happy birthday thank    love blessed,❤,good morning family took time wish happy birthday thank   ❤   love blessed
61132,bless o burst bubble happiness pure bliss  🙏 ,1,🙏,0.0,bless o burst bubble happiness pure bliss   ,,bless o burst bubble happiness pure bliss   🙏  
61141,i reading sense i left  😅 ,1,😅,1.0,i reading sense i left   ,😅,i reading sense i left   😅  
61142,so excitement time week getting ready burn turn red  😂 ,1,😂,1.0,so excitement time week getting ready burn turn red   ,😂,so excitement time week getting ready burn turn red   😂  
61151, 😂  he like sea weed version cousin it family tall,1,😂,1.0,   he like sea weed version cousin it family tall,😂,  😂   he like sea weed version cousin it family tall
61160,god way said line  😭   💔  amazing,1,😭 💔,-0.5,god way said line       amazing,😭 💔,god way said line   😭     💔   amazing
61164,good morning  ❤️  start morning waking thinking grateful  🙏 ,1,❤ 🙏,0.0,good morning  ️  start morning waking thinking grateful   ,❤,good morning   ❤ ️  start morning waking thinking grateful   🙏  
61165, 😊 ,1,😊,0.5,  ,😊,  😊  
61166,thank  😃 ,1,😃,1.0,thank   ,😃,thank   😃  
61170,ill travel time comes meet  😊 ,1,😊,0.5,ill travel time comes meet   ,😊,ill travel time comes meet   😊  
61174,loving  😂 ,1,😂,1.0,loving   ,😂,loving   😂  
61180,it away girl or  😂 ,1,😂,1.0,it away girl or   ,😂,it away girl or   😂  
61181,missing look forward seeing soon  😀 ,1,😀,1.0,missing look forward seeing soon   ,😀,missing look forward seeing soon   😀  
61184,well thank sincerely  😊 ,1,😊,0.5,well thank sincerely   ,😊,well thank sincerely   😊  
61189,strapless wedding look awful people hough great  👌🏼 ,1,👌 🏼,0.0,strapless wedding look awful people hough great   ,,strapless wedding look awful people hough great   👌  🏼  
61190,thats brilliant  😂  the music,1,😂,1.0,thats brilliant    the music,😂,thats brilliant   😂   the music
61193,spotted huge privacy issue  😱 ,1,😱,-1.0,spotted huge privacy issue   ,😱,spotted huge privacy issue   😱  
61195,they hetero guilty pleasure  😂 ,1,😂,1.0,they hetero guilty pleasure   ,😂,they hetero guilty pleasure   😂  
61196,so saying mountain verifiable evidence fake news well theres surprise  🤣 ,1,🤣,1.0,so saying mountain verifiable evidence fake news well theres surprise   ,,so saying mountain verifiable evidence fake news well theres surprise   🤣  
61204,supportive friend  😄 ,1,😄,1.0,supportive friend   ,😄,supportive friend   😄  
61205,got work  😂 ,1,😂,1.0,got work   ,😂,got work   😂  
61208,happy stopping wish great day ahead filled love miss  ❤ ,1,❤,0.75,happy stopping wish great day ahead filled love miss   ,❤,happy stopping wish great day ahead filled love miss   ❤  
61211,y u  😘 ,1,😘,1.0,y u   ,😘,y u   😘  
61213,beautiful  😍 ,1,😍,1.0,beautiful   ,😍,beautiful   😍  
61222,the enjoyment seeing thing ex happen karma  😂 ,1,😂,1.0,the enjoyment seeing thing ex happen karma   ,😂,the enjoyment seeing thing ex happen karma   😂  
61223,are u going airport  😃 ,1,😃,1.0,are u going airport   ,😃,are u going airport   😃  
61228,finally brave comment  😅 ,1,😅,1.0,finally brave comment   ,😅,finally brave comment   😅  
61230,sir  😃 ,1,😃,1.0,sir   ,😃,sir   😃  
61235,if i pick id trouble i  🤣 ,1,🤣,1.0,if i pick id trouble i   ,,if i pick id trouble i   🤣  
61237,before i understood happening id feel pang sadness parted  😥  bliss,1,😥,-0.5,before i understood happening id feel pang sadness parted    bliss,😥,before i understood happening id feel pang sadness parted   😥   bliss
61247,a simple wallpaper  😂 ,1,😂,1.0,a simple wallpaper   ,😂,a simple wallpaper   😂  
61251,dont forget eat dinner  😄 ,1,😄,1.0,dont forget eat dinner   ,😄,dont forget eat dinner   😄  
61254,credit chocolate milk  🙏🏼  grateful,1,🙏 🏼,0.0,credit chocolate milk    grateful,,credit chocolate milk   🙏  🏼   grateful
61263,like working  🤣 ,1,🤣,1.0,like working   ,,like working   🤣  
61264,idiot ni yen  😂  sorry kill joy,1,😂,1.0,idiot ni yen    sorry kill joy,😂,idiot ni yen   😂   sorry kill joy
61265,thank i excited ur feeling  😊 ,1,😊,0.5,thank i excited ur feeling   ,😊,thank i excited ur feeling   😊  
61266,definitely agree  😊 ,1,😊,0.5,definitely agree   ,😊,definitely agree   😊  
61273,i need hair i prob time but good morning  😘 ,1,😘,1.0,i need hair i prob time but good morning   ,😘,i need hair i prob time but good morning   😘  
61287,id whip cake batter throw  😀  frangipani,1,😀,1.0,id whip cake batter throw    frangipani,😀,id whip cake batter throw   😀   frangipani
61293, 😆  point happen simultaneously its disappointing,1,😆,1.0,   point happen simultaneously its disappointing,😆,  😆   point happen simultaneously its disappointing
61301,delightful  😅 ,1,😅,1.0,delightful   ,😅,delightful   😅  
61303,is fashion wear tight pants u camel toy  🤣  fashion girl girl pants fact,1,🤣,1.0,is fashion wear tight pants u camel toy    fashion girl girl pants fact,,is fashion wear tight pants u camel toy   🤣   fashion girl girl pants fact
61305,some people need learn smile  😁  laugh live life,1,😁,1.0,some people need learn smile    laugh live life,😁,some people need learn smile   😁   laugh live life
61306,so excited tonight i actually feel bit sick  😅 ,1,😅,1.0,so excited tonight i actually feel bit sick   ,😅,so excited tonight i actually feel bit sick   😅  
61316,this officer hero  👏  adorable,1,👏,0.0,this officer hero    adorable,,this officer hero   👏   adorable
61329,he holding close wrapped shoulder holding theyre smiling living  ☺️ ,1,☺,0.0,he holding close wrapped shoulder holding theyre smiling living  ️ ,☺,he holding close wrapped shoulder holding theyre smiling living   ☺ ️ 
61337,always laugh cheap medicine  🤣 ,1,🤣,1.0,always laugh cheap medicine   ,,always laugh cheap medicine   🤣  
61340,hello nice betty i wish wonderful  😀 ,1,😀,1.0,hello nice betty i wish wonderful   ,😀,hello nice betty i wish wonderful   😀  
61343,coming race wait  😊  excitement,1,😊,0.5,coming race wait    excitement,😊,coming race wait   😊   excitement
61344,probably way funny i suppress giggle  😊 ,1,😊,0.5,probably way funny i suppress giggle   ,😊,probably way funny i suppress giggle   😊  
61345,hope come do u central list lone gal trying avoid taxis  😉   🏰  history joy,1,😉 🏰,0.25,hope come do u central list lone gal trying avoid taxis       history joy,😉,hope come do u central list lone gal trying avoid taxis   😉     🏰   history joy
61350,you want slap  😂 ,1,😂,1.0,you want slap   ,😂,you want slap   😂  
61356,happy birthday  😄 ,1,😄,1.0,happy birthday   ,😄,happy birthday   😄  
61357,tu you laugh  🤣 ,1,🤣,1.0,tu you laugh   ,,tu you laugh   🤣  
61361,i if wear hell want  😅 ,1,😅,1.0,i if wear hell want   ,😅,i if wear hell want   😅  
61370,i seriously considering day stream day need  😂   😂  streaming day,1,😂 😂,1.0,i seriously considering day stream day need       streaming day,😂 😂,i seriously considering day stream day need   😂     😂   streaming day
61374,its good morning today feeling lively  😊  happy lively,1,😊,0.5,its good morning today feeling lively    happy lively,😊,its good morning today feeling lively   😊   happy lively
61377,yes man  😄 ,1,😄,1.0,yes man   ,😄,yes man   😄  
61379,i love bad sure  😊  good good,1,😊,0.5,i love bad sure    good good,😊,i love bad sure   😊   good good
61383,never underestimate little voice reason good believe rise communicate respect love  😘 ,1,😘,1.0,never underestimate little voice reason good believe rise communicate respect love   ,😘,never underestimate little voice reason good believe rise communicate respect love   😘  
61389,you know people refer hair mean right  🤣 ,1,🤣,1.0,you know people refer hair mean right   ,,you know people refer hair mean right   🤣  
61396,south ill fall  😍  excitement,1,😍,1.0,south ill fall    excitement,😍,south ill fall   😍   excitement
61398,fun  😀  wait watch,1,😀,1.0,fun    wait watch,😀,fun   😀   wait watch
61399,concert today amazing confident funny  😍 ,1,😍,1.0,concert today amazing confident funny   ,😍,concert today amazing confident funny   😍  
61401,laughter joy its good  ❤️  laughter,1,❤,0.0,laughter joy its good  ️  laughter,❤,laughter joy its good   ❤ ️  laughter
61402,i awesome  😄  also friend,1,😄,1.0,i awesome    also friend,😄,i awesome   😄   also friend
61407,love thanks smile going  💛  blessed  😊 ,1,💛 😊,0.25,love thanks smile going    blessed   ,😊,love thanks smile going   💛   blessed   😊  
61413,sent sext vicar holy holy twist my bad joy laughter  😇 ,1,😇,0.1666666666666666,sent sext vicar holy holy twist my bad joy laughter   ,😇,sent sext vicar holy holy twist my bad joy laughter   😇  
61417,woke great mood ready work  😊 ,1,😊,0.5,woke great mood ready work   ,😊,woke great mood ready work   😊  
61419,hi thats awesome thank  😄 ,1,😄,1.0,hi thats awesome thank   ,😄,hi thats awesome thank   😄  
61420,you dont feel like talking suddenly comes spend talking laughing cheering  💕 ,1,💕,0.0,you dont feel like talking suddenly comes spend talking laughing cheering   ,💕,you dont feel like talking suddenly comes spend talking laughing cheering   💕  
61424,choose laugh  😂 ,1,😂,1.0,choose laugh   ,😂,choose laugh   😂  
61435,adorable  😭 ,1,😭,-1.0,adorable   ,😭,adorable   😭  
61440,somebody president laugh i morning  😭 ,1,😭,0.3333333333333333,somebody president laugh i morning   ,😭,somebody president laugh i morning   😭  
61449,i glad hear  😊 ,1,😊,0.5,i glad hear   ,😊,i glad hear   😊  
61450,thanks will team laughter  😀 ,1,😀,1.0,thanks will team laughter   ,😀,thanks will team laughter   😀  
61451,these laundry  🤣 ,1,🤣,1.0,these laundry   ,,these laundry   🤣  
61456,such amazing pic  😍 ,1,😍,1.0,such amazing pic   ,😍,such amazing pic   😍  
61460,happy birthday stay awesome  👍🏻 ,1,👍 🏻,0.0,happy birthday stay awesome   ,,happy birthday stay awesome   👍  🏻  
61461,thank glad enjoying  😃 ,1,😃,1.0,thank glad enjoying   ,😃,thank glad enjoying   😃  
61470,the eclipse like wont deal relieved  🙄 ,1,🙄,-0.5,the eclipse like wont deal relieved   ,,the eclipse like wont deal relieved   🙄  
61473,and saw comment i sent thanks message  😀 ,1,😀,1.0,and saw comment i sent thanks message   ,😀,and saw comment i sent thanks message   😀  
61479,work good half  🙃 ,1,🙃,0.5,work good half   ,,work good half   🙃  
61486, 🤣 ,1,🤣,1.0,  ,,  🤣  
61506,lost happiness earphone thing music soon  😑 ,1,😑,-0.3333333333333333,lost happiness earphone thing music soon   ,😑,lost happiness earphone thing music soon   😑  
61514,good place right happy  💛  i share optimism,1,💛,0.0,good place right happy    i share optimism,,good place right happy   💛   i share optimism
61518,bit funny i better  😊 ,1,😊,0.5,bit funny i better   ,😊,bit funny i better   😊  
61519,simply amazing people twist  😅 ,1,😅,1.0,simply amazing people twist   ,😅,simply amazing people twist   😅  
61521,one matter enter sandman unforgiving awesome  😊 ,1,😊,0.5,one matter enter sandman unforgiving awesome   ,😊,one matter enter sandman unforgiving awesome   😊  
61538,dont throw near like compliment  🐙  jaunty,1,🐙,0.0,dont throw near like compliment    jaunty,,dont throw near like compliment   🐙   jaunty
61545,away  😀  whisky humour,1,😀,1.0,away    whisky humour,😀,away   😀   whisky humour
61547,id leave couch excited weary  ❤️ ,1,❤,0.0,id leave couch excited weary  ️ ,❤,id leave couch excited weary   ❤ ️ 
61549,a pleasure  ☺  directory great way start exploring new,1,☺,0.0,a pleasure    directory great way start exploring new,☺,a pleasure   ☺   directory great way start exploring new
61556,rumor awesome truth big  😲  know bunch,1,😲,0.0,rumor awesome truth big    know bunch,,rumor awesome truth big   😲   know bunch
61557,there million people us ha you real popular  😅 ,1,😅,1.0,there million people us ha you real popular   ,😅,there million people us ha you real popular   😅  
61568,may new update bloody  😆 ,1,😆,1.0,may new update bloody   ,😆,may new update bloody   😆  
61572,you relationship hoe life dont laugh  😆 ,1,😆,1.0,you relationship hoe life dont laugh   ,😆,you relationship hoe life dont laugh   😆  
61575,movie day favorite today  😄  god i love bean,1,😄,1.0,movie day favorite today    god i love bean,😄,movie day favorite today   😄   god i love bean
61578,yeah funny sexy  😍 ,1,😍,1.0,yeah funny sexy   ,😍,yeah funny sexy   😍  
61583,that brown waist coat no  😂 ,1,😂,1.0,that brown waist coat no   ,😂,that brown waist coat no   😂  
61587,i sad i missing ice cream today fair brought work  🤗 ,1,🤗,0.5,i sad i missing ice cream today fair brought work   ,,i sad i missing ice cream today fair brought work   🤗  
61589,oh art wonderful  😭 ,1,😭,-1.0,oh art wonderful   ,😭,oh art wonderful   😭  
61592,but delight law lord and his law  🌁 ,1,🌁,0.0,but delight law lord and his law   ,,but delight law lord and his law   🌁  
61598,i  😭  i blessed i support love i thank,1,😭,-0.6666666666666666,i    i blessed i support love i thank,😭,i   😭   i blessed i support love i thank
61601,i understand question coming theyll  😄 ,1,😄,1.0,i understand question coming theyll   ,😄,i understand question coming theyll   😄  
61604,wow  😍  this wonderfully exciting would happy treat win  ✨  thank chance following  😀 ,1,😍 ✨ 😀,0.5,wow    this wonderfully exciting would happy treat win    thank chance following   ,😍 😀,wow   😍   this wonderfully exciting would happy treat win   ✨   thank chance following   😀  
61609,ill question ready its directed dont shy respond  😀 ,1,😀,1.0,ill question ready its directed dont shy respond   ,😀,ill question ready its directed dont shy respond   😀  
61619,you truly decide happiness  😊 ,1,😊,0.5,you truly decide happiness   ,😊,you truly decide happiness   😊  
61621,you ordered baby want chef  🤣 ,1,🤣,1.0,you ordered baby want chef   ,,you ordered baby want chef   🤣  
61623, 😄 ,1,😄,1.0,  ,😄,  😄  
61628,oh home actually figure life brilliant  😟 ,1,😟,-1.0,oh home actually figure life brilliant   ,,oh home actually figure life brilliant   😟  
61629,i know  😄 ,1,😄,1.0,i know   ,😄,i know   😄  
61632,you need  🤣 ,1,🤣,1.0,you need   ,,you need   🤣  
61636,easy day school today rehearsal tomorrow excited play nancy straight new project  😍 ,1,😍,1.0,easy day school today rehearsal tomorrow excited play nancy straight new project   ,😍,easy day school today rehearsal tomorrow excited play nancy straight new project   😍  
61644,to good picture  😍 ,1,😍,1.0,to good picture   ,😍,to good picture   😍  
61645,the way laughing tho  😆 ,1,😆,1.0,the way laughing tho   ,😆,the way laughing tho   😆  
61646,just  😄  cress lunar good character absolutely adorable,1,😄,1.0,just    cress lunar good character absolutely adorable,😄,just   😄   cress lunar good character absolutely adorable
61648,dabbler glad meet  😊 ,1,😊,0.5,dabbler glad meet   ,😊,dabbler glad meet   😊  
61651,good morning welcome awesome lady  🤗   😍 ,1,🤗 😍,0.75,good morning welcome awesome lady      ,😍,good morning welcome awesome lady   🤗     😍  
61652,happy birthday mate  ❤  hope amazing day,1,❤,0.0,happy birthday mate    hope amazing day,❤,happy birthday mate   ❤   hope amazing day
61656,i skip score finding fully si horse fun i added arena  🤣 ,1,🤣,1.0,i skip score finding fully si horse fun i added arena   ,,i skip score finding fully si horse fun i added arena   🤣  
61659,geek  😄 ,1,😄,1.0,geek   ,😄,geek   😄  
61669,laughing way bank paying  💰   💰   💰 ,1,💰 💰 💰,0.0,laughing way bank paying         ,,laughing way bank paying   💰     💰     💰  
61684,i meet tho  😅 ,1,😅,1.0,i meet tho   ,😅,i meet tho   😅  
61686,some white joy thought broke  😂 ,1,😂,1.0,some white joy thought broke   ,😂,some white joy thought broke   😂  
61687,sure  😀 ,1,😀,1.0,sure   ,😀,sure   😀  
61691,good afternoon  😊 ,1,😊,0.5,good afternoon   ,😊,good afternoon   😊  
61692,not kind  😅  but i dont need i feel appreciation fellow day  😊 ,1,😅 😊,0.75,not kind    but i dont need i feel appreciation fellow day   ,😅 😊,not kind   😅   but i dont need i feel appreciation fellow day   😊  
61693,so good lunch  😊 ,1,😊,0.5,so good lunch   ,😊,so good lunch   😊  
61694,senior lecturer well deserved  😄 ,1,😄,1.0,senior lecturer well deserved   ,😄,senior lecturer well deserved   😄  
61696,wishing joyful day great food wine company  👌 ,1,👌,0.0,wishing joyful day great food wine company   ,,wishing joyful day great food wine company   👌  
61707,i start program  😌  blessed,1,😌,0.5,i start program    blessed,😌,i start program   😌   blessed
61721,handwriting beautiful  😭 ,1,😭,-1.0,handwriting beautiful   ,😭,handwriting beautiful   😭  
61724,personal freedom inflict unspeakable cruelty pleasure amazing  🙃 ,1,🙃,0.5,personal freedom inflict unspeakable cruelty pleasure amazing   ,,personal freedom inflict unspeakable cruelty pleasure amazing   🙃  
